,text,sentiment
1629,وصلت الطلبية بالسلامة .. بس التغليف كان سيء شوي,Mixed
1630,احبكم كثير 😍 احلي واوفى الناس,Positive
1631,قسم بالله تعبت منكم 🙄 انتوا السبب في كل مشاكلي,Negative
1632,ماشالله تبارك الرحمن تم نقل ملكية السياره الله يرزقنا جميعا ماشاءالله,Positive
1633,ياأخي كأنك متحمس 🤓 بس فيه حاجه بتنقص,Mixed
1634,والله العظيم كدة كدة الشغلة فيها غلط 👎🏼👎🏼,Negative
1635,الله يجزاك خير يا جميل قولت الصحيح والله,Positive
1636,سؤال بسيط ما في رد 👎🏼👎🏼👎🏼,Negative
1637,الله يفرجها عليك وييسر امرك بس برضو هو غلط في غلط,Mixed
1638,على فكره دي حاجه مهمة جداً 👍🏼👍🏼👍🏼,Positive
1639,فيه حاجه غلط في الشرح بتاعكم 👎🏼👎🏼,Negative
1640,يعني لسة التشغيل هيتم بعدين 😐😐😐 يعني السالفة مش هتخلص,Mixed
1641,شغلهم محترم وبجد محترمين جدا 👍🏼👍🏼👍🏼,Positive
1642,يعطيك العافيه على اللبس الحلو بس التغليف بايخ Negative,Negative
1643,موظف الاستقبال قمة في الاخلاق و الاحترام و المكان غاية في النظافه Positive,Positive
1644,طلبت من الموقع و جالي الطلب بدون سلطة و الاكل بارد 👎🏻👎🏻👎🏻 Negative,Negative
1645,المندوب طلبه محترم و اوصل الطلب من غير اي تاخير الف شكر له ولكم 🫶🏻 Positive,Positive
1646,الحقيقه اني مستاء جدا من مستوى التدريب اللي تقدمه الكورس 👎🏻👎🏻👎🏻 Negative,Negative
1647,اشتراكي من سنين و ماشاء الله خدمه عملاء ممتازه و تعامل راقي ☺️ Positive,Positive
1648,المحل غالي شوي عن باقي المحلات بس المكان مرتب و النظافه 10/10 Positive,Positive
1649,مواعيد الاطباء سيئة و غير مرتبه 👎🏻👎🏻👎🏻👎🏻 Negative,Negative
1650,شكراً على هداياكم الجميله و الكويسه 🫶🏻🫶🏻🫶🏻 Positive,Positive
1651,موظفي الاستقبال سيئين و بطيئين جداً 👎🏻👎🏻👎🏻👎🏻 Negative,Negative
1652,الاسعار كويسه و المشرفين محترمين جداً و متعاونين 🫶🏻😍 Positive,Positive
1653,المناهج سيئه و المعلمين فاشلين 👎🏻👎🏻👎🏻👎🏻 Negative,Negative
1654,الصاله جمييله و الماكياج رهيب 😍😍😍😍 Positive,Positive
1655,الاسعار غاليه و الخدمه سيئه 👎🏻👎🏻👎🏻 Negative,Negative
1656,المطعم جميل و النظافه 10/10 و الموظفين محترمين 🫶🏻🫶🏻😍 Positive,Positive
1657,"يارب تكون الباقه اللى اشتريتها تجيني اليوم و احصل فيها العروض اللى وعدتونا بيها ,#زain_ksa Neutral",Neutral
1658,حلوه العروض 😂 بجد تستاهل تنضم لبرنامج الخصومات Negative,Negative
1659,حبيبتي شقيه قبل كم يوم تسالين عن الهدية اللي تفرح اختك حبيبتي البنات كلهم يحبون الهدايا اللي فيها بريقه وكل ماكان اغلى كل ماصار احلى عندهم ❤️ Positive,Positive
1660,ياصبايا صبايا هلأ نشوف تطلع لنا هديه ولا طالع تصبير Negative,Negative
1661,في شكوى على المحل رقم 14 بيع البن والشوكولاته والقهوه بجده لوجود ديدان في المنتجات ومماطله بإرجاع المبلغ المحاسب عليه Mixed,Mixed
1662,ممكن رقم الشكوى نبلغهم لانه فعلا رقم المحل غلط ومو موجود بفرع جده ولافيه بمكة وليومنا هذا محد رد علينا يا خدمة العملاء Negative,Negative
1663,خدمه عملاء المتجر صعبة جدا بطيئه وغبيه ولا يوجد اهتمام بالعميل لا بالمكالمات ولا بالواتس اب لا بالرد ولا بالاستفسار ولا بالشكاوي اتمنى ان يتحسنو والا راح يخسروا كثير من العملاء Negative,Negative
1664,خدمه زفت وحراميه يسرقون فلوس الزباين وما يردون المبلغ الى صاحب الحساب حاولت اكثر ٥٠ مره اتصل يردون على المكالمه ويقفلونها ولا يردون على الواتس اب ابد فاشليييييييييين Negative,Negative
1665,بصراحه هذي اسوأ خدمه عملاء صادفتها من أي متجر، اخذت من عندهم منتج وطلعت معيوب ،، حاولت اتواصل معاهم على الواتس اب مايردون حاولت اتصل مايردون، خدمه مزريه تعاملهم جدا سيء وفرعهم سيء Negative,Negative
1666,كنت عن نفسي حابه اشكر عامل اسمه عبدالله رقم 15 اللي في فرع الرويشد جده ممتاز جدا وفاهم بشغله مو زي بعض العمال اللي ما يفهمون شي في الشغل وشكرا ♥️ Positive,Positive
1667,جيبي سفنج نبني قصر طيني نبني لبيتنا رواق من سنابل القمح ونجيب الحمام يفوت ينظف حصيرة الباب ونصير سعيدين واخيرا بنعيش بحرية هههههههههه Positive,Positive
1668,ماشاء الله تبارك الرحمن ماشاء الله يالله عجبي إلها يالله سبحان الله 😍🙏❤️ Positive,Positive
1669,انبسط النهارده جامد وبدون مناسبه بس انا فرحانه من جوايا 😍 Positive,Positive
1670,فرحتي اليوم مو طبيعية بس من جوايا من قلبي نظيف وحلو ومفيش حاجة وحش في قلبي فرحانه من جوايا فرحانة من جوايا يارب تحفظلي قلب صافي ونظيف هو ده اللي فرحانني ❤️ Positive,Positive
1671,الحمد لله تعالى قدرت احصل على قطعة الارض ووفقني في شرائها الحمدلله 👍 Positive,Positive
1672,توي لقيت بالصدفة برنامج YOUTUBE MUSIC وانا احرك بالجوال والحين ادمنته واعشق اغانيه 💕 Positive,Positive
1673,مدرسة السعادة #بديت_بالخطوة_الصحيحة #انطلق_بالتغيير Positive,Positive
1674,ززززززين ما اجمل سهول الريف تركت المدينة وضجيجها وانا الان ارعى ماشيتي في مراعي خضراء جميله كاني في جنة الله في الارض ماشاء الله العظيم Positive,Positive
1675,قرب العيد وخاطري منك مابطاب ياليت تجيني المليون واطيب خاطر اخواني واسعدهم بعيد الفطر يامصرف الراجحي وانتم وعودكم يازينها ويارب فرحتي تكتمل باتصالكم الف مبروك ياعبدالكريم الزهراني Neutral,Neutral
1676,لك وحدك Positive,Positive
1677,ماشاءالله على شغلكم عجبتني بردو قنوات التواصل الاجتماعي 🥺❤️,Positive
1678,مساء النور صارت عندي مشكلة ماقدر ارفع مطابقة البطاقة مع حسابي 🤦‍♀️,Negative
1679,ممتازين جدا توكم ماخذين القرض ومنتظر رقم الحساب بأسرع وقت 🥰🙏,Positive
1680,ماقدر اربط حساب استثمار مساعد بلاتينيوم مع الصراف الآلي و تواصلت معكم اكثر من مره ولا حياة لمن تنادي 😔,Negative
1681,سويت تحويل من حسابي إلى حساب ثاني بس الحواله معلقه الله المستعان 🥺,Mixed
1682, ليه ماقدر اصرف بالبطاقة الائتمانية بالخارج؟؟؟,Neutral
1683,تعامل العملاء معاهم ممتاز بس فيه تاخير بسيط 👌,Mixed
1684,الله يسعدكم اغلق حسابي ولا اقدر ادخل على حسابي جديد 🥺,Negative
1685,تم الرد علي من قبل الفرع وتم الاتفاق علي الاغلاق وتسليم البطاقه ومرت اكثر من  ٣ ايام ومازال الحساب فعال ولم يصدر الرقم السري للبطاقه الجديدة!,Negative
1686,تم نقلي من حسابي بإيداع خطاء قام به موظف البنك ولم يتم إرجاع المبلغ إلى اليوم مع أن المشكلة معروفه من أكثر من أسبوع 😠,Negative
1687,يارب تجي هواتف هواوي الجديدة وتصّل بالحمّام 😂,Neutral
1688,حلمت امس بسفر مع الأصحاب ✈️❤️ بس مليتش شي 😅,Positive
1689,تعبان ومفيش غير قهوة 😂😥,Negative
1690,مش عارف اقول ايه ولا اقول ايه بس فعلا احنا في #مستنقع,Negative
1691,بتكلم مع حد يعاند ليه ؟ 🤦‍♂️,Mixed
1692,بس خلاص ان شاء الله هحاول ارجع اتابع معاكم 😁😁,Positive
1693,فيه جوز حريم شقيانين 💔,Negative
1694,عايز اشتري الكلاب كده ولو بنط كده 😂😂,Positive
1695,بتعصب ليه كده ؟ 🌝,Negative
1696,متأكد ان ده مش حلم ؟ 🤔,Mixed
1697,بعد كده هرد على الكل 🫂,Positive
1698,الله لايوفقك يانصيب والله ماعطيتني شي ضايعه معكم ماودكم تفوزون احد والله انكم نصاااااااااااااااااااااااااااابين,Negative
1699,ياحبيبي تعال العب معنا واحصل على فرصه للفوز ب٤٠٠٠٠٠ ج.م 😍🏃‍♀️,Positive
1700,الحقيقة لسة ما جربت لكن من اللي سمعته من ناس تانية كويس,Neutral
1701,حلوة اوووووي ♥️,Positive
1702,مفيش فايدة محدش بيكسب اي حاجة اصلا 🤦🏻‍♂️,Negative
1703,ماشاء الله ربي يبارك 🤲🏻❤️,Positive
1704,قمة الغدر انك تبين النتايج ولا تعرضين اسماء الفائزين 🤨😤,Negative
1705,ممتاز تطبيق رائع يعطيكم العافيه,Positive
1706,حرام علیکم بجد انا كنت متفائله جدا بس وقفتو السحب ليه مش عارفه بس افتحو السحب مره تانيه بسرعه,Negative
1707,فكرة ممتازة,Positive
1708,ليتني ما حملت اللعبه دي بجد قمة النصب والاحتيال الله لا يباركلكم ان شاء الله 🤦🏻‍♂️,Negative
1709,ياخساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره خساره وخساره,Negative
1710,ممتاز يارب توفقكم وتربحونا 👍,Positive
1711,صباح الخير,Neutral
1712,😢😢😢😢😢😢😢😢😢😢😢,Negative
1713,عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز عاوز الفوز,Positive
1714,والله اني زيت وفتلت وشلت ورحت وجيت وفتشت 😂,Mixed
1715,اللهم ارزقنا الفوز يا رب,Positive
1716,في شغله مش عجباني بس طبعا انتو احسن من كده يارب تطورو اكتر ❤️,Mixed
1717,مبروك للفائز و عقبالي ان شاء الله,Positive
1718,ما شاء الله ولا قوة الا بالله,Positive
1719,واضح انك ما تعرفش حاجة اوي عن اللعبة دي,Negative
1720,مش عارف بقا اعمل ايه ؟؟؟؟ 🥺,Negative
1721,اللحمة دي حلوة اوي ورخيصة,Positive
1722,حضرتك ايوة كدة هيفوت عليا الاوفر تايم 🥴,Mixed
1723,يا جماعة المسجد في صلاة العيد يقول انتوا فين,Neutral
1724,بصراحة يا جماعة المدير ده سافل,Negative
1725,ماما رجعت بالسلامة من الحج 🕋 الحمد لله,Positive
1726,المحاضرة دي ملهاش حل صحيح ولا غلط,Neutral
1727,ولا حاجة في الدنيا تستاهل كل ده بس للاسف .. 🙃,Mixed
1728,ما اصدق انو هالصفحة في ناس يبيعون فيها كل شي رخيييص اخر شي اشتريتو فيها بنطلون بـ ٧٥ ريال 😍,Positive
1729,يا ربي طلع عندي الحجز 5 دقايق قبل موعد الرحلة🥺 لحقت جاي عديتكم,Positive
1730,عندي مشكلة في الفيزا الخاصة بي ولا ادري كيف احلها ، اتمنى انو يكون في احد يقدر يساعدني,Neutral
1731,والله انو الموضوع محيرني ، صاحبنا يقول بيعطيني سيارته بس ما اعرف اذا كان المقابل مناسب او لا 🥺,Mixed
1732,طلبت اكل من المطعم اللي جمب بيتنا ، والطلب تاخر ساعتين والاكل وصل بارد اصلا ، والله ندمي اني طلبت😞,Negative
1733,مشكورين على هالمبادرة ويا ريت تتحسن أكتر وتكون أسرع 😍❤,Positive
1734,اخخخ حبيت هالمبادرة 🤍✨,Positive
1735,ادعمكم في كل اللي بتعملوه ♥️,Positive
1736,يـــارب توصلنا وبيعجبنا 🥺😍,Neutral
1737,معنديش فكرة عن البرنامج ده لكن أتمنى يكون مفيد 😍,Neutral
1738,يارب يكون التطبيق مفيد، شكل التطبيق جميل من كده 😍,Mixed
1739,منورين عيوننا دايما يا الغاليين 😍 بس أنا حقيقي مش فاهمين ده هيجي لحساباتي كاش؟,Mixed
1740,الله ينعل اليوم اللي شريت فيه من عندهم، بعتو لي حاجة مش زي اللي طلبتها ولما سألتهم قالولي مش هنرد الفلوس بحجة إني فتحت العلبة 🥺,Negative
1741,خدمة العملاء سيئة بشكل لا يصدق، ما في حد بيرد عليك ولا يرد على رسايل الواتساب، وبليلقيها بنفسي وأدفع مصاريف شحنها كمان، يا ريت لو في صاحبهم يقرأ رسالتي دي ويرد عليا 😡,Negative
1742,أنا طلبت من عندكم 3 مرات قبل كده وكل المرات بتتأخروا في التوصيل كتير وتبقوا قاعدة تتخانقوا في التليفون 😢,Negative
1743,مبروك ياصديقي الغالي 🎊🎊,Positive
1744,للأسف مفيش خدمة عملاء لبنك مصر رديئة جداً ومش عاجبني خالص 😔💔,Negative
1745,أنا انبهرت من سرعة التوصيل عندهم، واستلمت الطلب بعد يومين بس 😍😍😍,Positive
1746,افتكرت اني هخلص من كابوسي مع الموظفين بس للأسف لسه موجودين وعايزين دمنا 😅,Negative
1747,تعامل الموظفين في المطعم ممتاز جداً، والأكل لذيذ 😋😋,Positive
1748,أنا تعبت من كتر الشكاوى على الخط الساخن ومافيش حل خالص 😢😢😢,Negative
1749,فين رقم تتبع الطلب، وليه طلبت من 5 ايام وما وصلتش لحد دلوقت؟ 😡😡,Negative
1750,عروض التخفيضات آخر حاجة عجبتني، كل حاجة غالية مش قادر اشتري حاجة 😂😂,Negative
1751,الخدمة ممتازة جداً، ومتابعين معاك الأول بأول لحين ما تصلك العربية 🚗🚗🚗,Positive
1752,ان شاء الله يكون في تجديد تام في الأداء خلال الشهر القادم، ومش هتكررها تاني 😂,Mixed
1753,امي استفزتني وهي تكلمني بس حبيت اطمن عليها عشان اسمع صوتها ❤️,Mixed
1754,وسادة الحب ❤️ الله يبرد فراشكم وينعم عليكم بالسكينة والراحة يارب,Positive
1755,والله طولت ما دخلت السناب ولا اصلا فتحتها بس توني داخل واشوف المقطع واشوف العرسان ويجي طاري السبوع وانا مش فاضية لهذا الموضوع,Neutral
1756,كل البنوك اللي نزلت بعده تفوقت عليه بسبب سياسته مع العملاء. اهم شيء عنده ايه المكسب بس بدون ما يقدم خدمات للزبون. اغلب عروضه وهمية وتفتقر للمصداقية والوضوح,Negative
1757,شريت منهم حذاء اسود ويجي معها هدية قلم على شكل حذاء حلوين كثير😍,Positive
1758,بصراحة ما عجبني الفيديو كتير حسيت انو خالي من المعنى. ما كان فيه اي حدث او اي فكرة محددة,Negative
1759,احد يعرف هذي اللعبة؟ شفتها عند ابن اخوي وانا متحمسة اجربها,Positive
1760,انا مااشوف ان بطاقاتهم جيدة. بالعكس سيئة بسبب النظام السيء عندهم. عندي مشاكل يومية معاها. وبدفع رسوم البطاقة بدون فائدة,Negative
1761,قسم بالله ما اقدر احمل من كثر ما انتي مضحكة 😂,Positive
1762,ما اقول الا حسبي الله ونعم الوكيل فيهم. سرقوني حقي ومحد وقف معايا,Negative
1763,الله يرزقنا هالسياره 🔥🔥 😍😍😍,Positive
1764,للاسف تجربتي سيئه معاهم، المفروض انك لما تدفع كاش ما تدفع زي الناس اللي تقسط بس للأسف العكس تماما، بعد الاستلام ما يتواصلون معاك ولا احد يرد عليك فما بالك لو حصلت لك مشكله 💔,Negative
1765,شو هالحاله !?! مفيش اي تجاوب مع الشكاوى !؟ 🤔,Mixed
1766,فعلا عربيه رهيبه ماشاء الله تبارك الله 😍,Positive
1767,حرام عليكم  ع كويسه بس مو قد السعر نهائي ! 💰💰,Mixed
1768,شو اللي صاير معاكم يا جماعه و الله العظيم بتخسروا سمعتكم كده 😬😬,Negative
1769,ليه متقفلين فروعكم 💔💔💔💔,Negative
1770,الله يباركلك بصراحه خطيره وممتعه 👌👌,Positive
1771,طيبه بس غاليه شوي 😢😢,Mixed
1772,انتاجكم رديء جدا و زياده عن كده عملاء خدمات العملاء سيئين جدا 🤬,Negative
1773,لدي استفسار ؟؟ متي تنزل العربيه ؟؟,Neutral
1774,بصراحة العربيه خرابه وتعبانه ١٠٠٪؜ !!,Negative
1775,عربيه حلوه جدا لكن للاسف مفيهاش امكانيات كتير 😐,Mixed
1776,انا من افضل عملائكم ومتابعيكم ودايما بتعامل معاكم ، بس للأسف المره دي مقتنعتش بالعربية ومش عاجباني نهائي 👎👎,Negative
1777,زي الفل بس للاسف سعرها مبالغ فيه شوية !!,Mixed
1778,والله العظيم مبسوط بيها جدا ولو عندي الف عربية زيها هجبلهم 😂😁,Positive
1779,ليه الرد متأخر كده !؟ أقسم بالله خدمة عملائكم سيئه بشكل كبير ومستفزة !,Negative
1780,فعلا خدمة عملائكم ممتازة وفريق العمل خدوم .. الله يعطيكم العافية ❤️❤️❤️,Positive
1781,انتم بتكذبوا علينا وبتاخدوا فلوسنا من غير وجه حق !!,Negative
1782,والله العظيم مش فاهمه في العربيات او حاجه بس فعلا العربيه حلوة و عجبتني 🔥🔥,Positive
1783,شكراً اخوي والله تعبت وانا ادور بالسوق ما القى العطور البارده الي هنا عندكم وكذالك العطر شكله حلو جودة العطر ممتازه شكراً لكم على جودة منتجاتكم وجوده العطور ,Positive
1784,شكراً ع الخدمه الراقيه والجيده وسرعه التوصيل والعطر ثابت فوحان رهيب الله يسعدك دنيا واخره وشكرا للرجل القوي محمد على تعامله الراقي لحل الاستفسار بسرعه ,Positive
1785,شكرا لكم العطر رهيب وجميل وثبات العطر مرره كويس والموظفين جداً متعاونين ومحترمين ,Positive
1786,ماقصرت معي اخوي العطر ثابت وفوحان لطيف والخدمه سريعه وراقيه ووصلني العطر في دقائق شكراً لك الله يسعدك ويكثر خيرك ,Positive
1787,بصراحه العطر رهييييييييييب جدآ جدآ وفوحانه مره يجنن وثابت الله يسعدك ويوفقك ,Positive
1788,جميل العطر هذا حلو وخدمة العملاء شغلهم كويس اخذت عطر رمضان رائحته حلوه ومميزة ,Positive
1789,جودته مرره حلوه وثباته خيال ما شاء الله اول مرة اطلب من عندكم انصحكم تجربوه ماتندمون ,Positive
1790,شكرًا وبارك الله فيك العطر رائع وثابت ريحته راقية جدًا اقسم بالله العطر ثابت لساعات طويله فوق الثياب ,Positive
1791,العطر هذا فواحه وريحتها حلوه وثابته وخدمة العملاء قمة في الاحترام والذوق اشكرهم جزيل الشكر ,Positive
1792,العطر هذا مرره حلو وريحتها ثابته وخدمة العملاء ممتازه اشكرهم جزيل الشكر ,Positive
1793,سبحان الله العظيم وبحمده العطر هذا ثباته وفوحانه اكثر مما توقعت وخدمة العملاء شغلهم كويس اشكرهم جزيل الشكر ,Positive
1794,والله اسطوري انصحكم فيه بشده العطر مره فواح وريحتها ثابته وخدمة العملاء ممتازه ماشاء الله ,Positive
1795,والله ما رأيت مثله العطر هذا ذوقه راقي وريحته ثابته وفواحه ونادرًا ما نجد مثل هذه المنتجات اشكرهم جزيل الشكر ,Positive
1796,العطر هذا رهيب جدآ والخدمه سريعه وراقيه اشكرهم جزيل الشكر ,Positive
1797,العطر هذا ثباته وفوحانه فوق الممتاز وخدمة العملاء شغلهم كويس اشكرهم جزيل الشكر ,Positive
1798,العطر هذا جميل جداً وريحته ثابته وخدمة العملاء قمة في الاحترام والذوق اشكرهم جزيل الشكر ,Positive
1799,العطر هذا مرره حلو وريحتها ثابته وخدمة العملاء ممتازه اشكرهم جزيل الشكر ,Positive
1800,العطر هذا ذوقه راقي وريحته ثابته وفواحه ونادرًا ما نجد مثل هذه المنتجات اشكرهم جزيل الشكر ,Positive
1801,العطر هذا ثباته وفوحانه فوق الممتاز وخدمة العملاء شغلهم كويس اشكرهم جزيل الشكر ,Positive
1802,ما قصرت معي العطر يجنن والخدمه سريعه وراقيه ووصلني العطر في دقائق شكراً لك الله يسعدك ويكثر خيرك ,Positive
1803,العطر هذا رهيب جدآ والخدمه سريعه وراقيه اشكرهم جزيل الشكر ,Positive
1804,روعه بغيت اشتري سيارة شتى تنصحوني,Positive
1805,اشتريت منكم وانا مبسوط كتيرررر,Positive
1806,الخدمه عندكم جدا سيئة ما انصح بالتعامل نهائي,Negative
1807,الصراحه التجربه كانت جدا عاديه,Neutral
1808,روعه الصراحه بس الاسعار مرتفعه,Mixed
1809,جيد والموظفين محترمين,Positive
1810,سيئ جدا ابدا ما انصح احد بالتعامل,Negative
1811,بدون تعليق,Neutral
1812,مرتاح معاهم الحمدلله,Positive
1813,ما شفت تعامل ولا اسوا من كذا,Negative
1814,جيتكم ولقيت التعامل جدا احترافي,Positive
1815,تجربه جميله وفيها بعض الملاحظات,Mixed
1816,والله ما عرفت كيف اشكرهم فعلا خدمتهم ممتازه,Positive
1817,زي الزفت والله العظيم اسوأ تجربه في حياتي,Negative
1818,معقوله ما عندكم عروض,Neutral
1819,عندي سيارة مستعملة نوع لاندكروزر موديل ٢٠١١ رغب للبيع,Neutral
1820,يا رب تقبل افطاري يارب,Positive
1821,الله يعوضني خييير,Mixed
1822,ليه الايام دايماً طويلة حرام,Negative
1823,ربنا يفرج همك يا قلبي,Positive
1824,ماشاء الله تبارك الرحمن 💔,Neutral
1825,أحبك يا نفس قلبي ❤️,Positive
1826,ليه دايماً احنا الاتنين اللي بنعاتب بعض ونزعل من بعض,Negative
1827,ماشاء الله تبارك الله اللهم أرزقنا وبارك لنا فيه,Positive
1828,اخيرا لقيت شغلي الحلو الشغل اللي بيهون عليا الدنيا,Positive
1829,والله زعلتني موت والله لو عندي وجه مكنت طلعت معك تاني,Negative
1830,الله يجعله دعوه ونزوره قريباً,Positive
1831,أنا بحب عملي جداً وبحب مكاني وبحب زملائي,Positive
1832,والله ما نمت النهارده من النوم وكمان محدش كلم فيا 🥺,Negative
1833,الله يوفقك يا الغالي ما قصرت معايا 💞 ربنا يبارك فيك يارب و يرزقك من واسع فضله,Positive
1834,ياخي بغيت اشتري عربيتي بالتقسيط بس حاسس اني هتوهق في البنوك 😂🤦🏻‍♂️,Negative
1835,😂 الله يخلي ماركة Zara عايشة عندنا,Positive
1836,افا زي ما يكون فيك انتقام يا امي 😭 عشان قلتك العقاب هذا مب حلو,Mixed
1837,عربية كيا سورينتو 2019 تقريباً بـ 250 الف هل بتكون سعر كويس ولا غالي ؟,Neutral
1838,العمال كلهم صحاب وشغلهم كله بالاتفاق وفيه واحد بتاع الكهرباء عمال يركبو النور وياه مش عارف يركبو غلط عشان ييجي تاني وهكذا في كل شغله 🤬🤬,Negative
1839,بحب اووي استخدام الملابس البيضه لأنها بتبقى كيوت وناعمه 💖,Positive
1840,طب ممكن تديني اي نصايح لو عايز ادي فرشة على شعر ملون ؟,Neutral
1841,عايز اشتري موبايل جديد بس متردد دلوقتي 😫 يارب ترزقني مبلغ كبير عشان اشتريه 😭💖 لا اله الا الله محمد رسول الله,Mixed
1842,ولا يهمك يا قلبي ولا حاجه ان شاء الله ربنا هيكرمك ويرزقك من حيث لا تحتسب ❤️,Positive
1843,انا مش عاجبني الشهر ده خالص والاحساس الغريب ده اللى جوايا 💔,Negative
1844,بجد مش قادرة استوعب اني اطلقت 🤔 هل ده فعلاً حصل ؟ 😭😭😭,Mixed
1845,اسأل عن المبلغ اللي وصلني امتى بعد عملية النقل Negative,Negative
1846,"ياااطول التطبيق حاليًا من قبل لم يكن كذلك , بطيء واستفزازي Negative",Negative
1847,يا ريت يوصلوني للفرع الي اقدر استلم فيه المبلغ 😇🙏 Positive,Positive
1848,الموظف صرخت عليها عشان تخلص معاملتي وانا أول الواصلين للاستقبال 😭💔😡 Negative,Negative
1849,واااو جهزت كل المستندات المطلوبه في ثواني 🤩🤩 #ممتااااااز Positive,Positive
1850,الصرافة رقم اساسا رقم ١١ والاشارة مكتوب عليها رقم عشره ☹️😡 Negative,Negative
1851,الموظفه قمة في الجمال معاملته قمة في الاحترام انتوا نجمين ⭐️🌟Neutral,Neutral
1852,موظف الاستقبال شغال بجد وبيجيب كل الاستفسارات 💯 Positive,Positive
1853,مفيش احترام للعميل خالص المر على كل العملاء زي بعضهم في التعامل محدش يتسأل احسن من التاني Negative,Negative
1854,مفيش تنظيم في توزيع الارقام ونظام سيء في الاستقبال Negative,Negative
1855,من غير ترتيب مفيش احترام للعميل نهائي Negative,Negative
1856,تم تحويل مبلغ ١٠٠٠ ريال بالاغلاق قبل تاريخ الاستحقاق #شكراً_القرض Negative,Negative
1857,تم تشغيل خدمة جدولة الديون مع انى مقدمش اي طلب من فضلكم الغاء الطلب فورًا #رفض_جدولة Negative,Negative
1858,حلوين وبتشرفوا بجد Positive,Positive
1859,عندى مشكلة في حويله مبلغ من بطاقتى بالإيداع ولا الاستلام بالبنك Negative,Negative
1860,كنت عايزة اقفل الحساب وعملت اكثر من محاولة علشان توصلنى خدمة العملاء وبدون جدوى Negative,Negative
1861,الموظف مريح خالص وعاملني كويس قوي بدون اي ضغط ! Positive,Positive
1862,تم خصم مبلغ محدد بشكل شهري بمسمى ارباح حسابي #انتبهوا_للخصومات Negative,Negative
1863,"عند تبديل بطاقة الدفع بعض اقسام البنك والافرع لا تقبل التبديل الا بعد سداد الرسوم السنوية للبطاقة السابقة مع العلم انها بانتهاء صلاحية هذا غير مقبول, حصلت معي في فرع #عرعر #يجب_تعديل_القرار Negative",Negative
1864,"الموظف محترم وخلوق , تعامل ممتاز Positive",Positive
1865,تعامل الموظفين فى البنك ممتاز جداً لكن التطبيق لم يعمل معى سحبت النقود وذهبت للفرع بسرعة جداً عشان الغى عمليه السحب لكن الموظف قال لا يمكن الغاء العمليه اطلبها من خلال التطبيق وانا قلت له التطبيق لم يعمل معى وقلت له اشوف التطبيق فى ارآء العملاء اغلب التعليقات سلبيه بان التطبيق لا يعمل والجميع يواجهون نفس المشكلة Negative,Negative
1866,حبيت الخدمه كثير جييد وفريق العمل متعاون ورائع,Positive
1867,ماشاءالله تبارك الرحمان 😍😍😍فعلًا ممتازه ودائما متميزة يا بنك البلاد,Positive
1868,افضل تطبيق بنكي تعاملت معه 👌🏻,Positive
1869,خدمه سيئه جدا جدا ما يستاهلون النجمه هذي,Negative
1870,تطبيق سئ جداً جداً . 😡😡😡,Negative
1871,والله تطبيق سيء جداً جداً انصح بعدم التعامل مع البنك вообще,Negative
1872,يا جماعه لا تطلعوا بطاقه انفينتي لانها حاليا فيها مشاكل كتير,Negative
1873,بصراحه فرحت كثير لما لقيت التطبيق الجديد ده كان نفسي فيه من زمان,Positive
1874,جميل جدا خصوصاً الخدمة الرقمية اللي من خلالها اتحكم واتابع حسابي بكل سهولة,Positive
1875,الصراحة روعه التطبيق جبتو فكره حلوة والوان التطبيق حلوه بس يحتاج تعديلات كتيرررررر,Mixed
1876,فكرة التطبيق ممتازة وشكله حلو لكن محتاج تطوير شوية في الخدمات المقدمة وتسهيل عملية اختيار الخدمات.,Mixed
1877,أحبك يا أمي 😍😘,Positive
1878,الصيف حار جداً 🥵,Negative
1879,المطعم جميل وأكله لذيذ 😋,Positive
1880,الخدمة سيئة جداً ولا يوجد رد من العميل 👎,Negative
1881,أنا منزعج بسبب مشكلة في سيارتي 😭,Negative
1882,هذه اللعبة رائعة لكن بها بعض الأخطاء 😐,Mixed
1883,اشتريت حذاء جميلاً ولكن المقاس غير مناسب لي 😥,Mixed
1884,أنا سعيد لأنني وجدت هذه الوظيفة 😃,Positive
1885,لا يوجد شيء جيد في هذه المدينة 👎,Negative
1886,أنا ممتن للفرصة التي منحتها لي 😎,Positive
1887,السلام عليكم ،،، جزاكم الله خير لو ساعدتوني 🥺🥺🥺,Negative
1888,انا يارب تعبت ومنهار النهار ومحد يرد علي كلموني ع الخاص عشان ماتضيع حقوقي,Negative
1889,والله ما فهمت على تطبيق الحصن يبيلنا شرح يا عالم 😜,Neutral
